interview,dim,question,type,excerpt,paraphrase,ts,keywords,maturity,alignment,confidence
ENT-009,1.1.5,PRI1,declaracao,"[participante]: «os problemas principais são alagamentos e seca. São dois pontos. E agora também tornados (…) os tornados que nós víamos aqui eram os ventos. Nunca houve essa palavra tornado. Eram ventos assim de 50, 60, 70 km. Ventos de 200, 300 km, nunca»","Tríade de risco — alagamento, seca e vento de alta intensidade — com registro de mudança qualitativa no fenômeno eólico. Confirma a seca apontada em ENT-005 como risco reconhecido fora do bloco público, e é a segunda menção do corpus a um risco que a leitura oficial não prioriza.",00:05:44,alagamento|seca|tornado|vento|risco climatico,em_implementacao,convergente,media
ENT-009,1.1.5,PRI1,declaracao,"[participante]: «quando fizeram o projeto paisagístico não pensaram muito bem nisso. Por exemplo, a gente tem [uma espécie exótica de grande porte], é lindo, uma árvore africana, mas a raiz dela é muito superficial. E nós temos centenas de milhares (…) elas acabam sendo um risco tanto para a parte de abastecimento de energia quanto para a própria população, risco de vida»","Causa técnica da queda de árvores identificada na escolha de espécies exóticas de enraizamento superficial no projeto paisagístico original. É a explicação estrutural para a convergência de quatro sessões sobre arborização como vulnerabilidade — e implica substituição de estoque, não apenas manejo.",00:05:44,arborizacao|especie exotica|raiz superficial|queda de arvore|risco,em_implementacao,complementar,alta
ENT-009,1.1.4,PRI2,lacuna,"[participante]: «a gente tem um plano de arborização aqui já aprovado de legislações passadas, mas ele não tem sido muito bem efetivado. Se destoca uma árvore, mas não replanta (…) alguns pontos que eu tô vendo que estão meses sem [reposição]»",LACUNA DE IMPLEMENTAÇÃO. O plano de arborização existe em norma e não é executado na etapa de reposição. Converge com o déficit relatado em ENT-006 e com a ausência de plano de manejo apontada em ENT-007 — três sessões independentes descrevendo a mesma falha.,00:05:44,plano de arborizacao|reposicao|implementacao|deficit,formalizado,convergente,alta
ENT-009,3.2.4,PRI1,declaracao,"[participante]: «nos bairros novos nós não temos praticamente arborização. A zona central, que você viu muito bonita, bem cuidada, é uma coisa; a periferia é outra totalmente diferente. Não tem fiscalização (…) no passeio público, nas calçadas, o pessoal não planta»","Segunda confirmação da desigualdade territorial da infraestrutura verde (a primeira é ENT-007), com acréscimo relevante: o loteamento novo nasce sem arborização e a fiscalização não alcança nem o centro nem a periferia. O passivo se amplia a cada novo empreendimento.",00:08:39,desigualdade territorial|periferia|bairros novos|arborizacao|fiscalizacao,inexistente,convergente,alta
ENT-009,3.2.3,PRI4,declaracao,"[participante]: «nós temos aqui um estudo da [universidade pública] que mostra que em torno do [parque central] é 5º a menos, ou seja, mais fresco do que [em um bairro novo] que praticamente não tem árvore ou que tem árvores muito baixas»","DADO DE EXPOSIÇÃO EXISTENTE. Estudo acadêmico local quantifica diferença de 5 °C entre o entorno do parque central e bairro novo sem arborização. Converge com a pesquisa de gradiente térmico metropolitano relatada em ENT-006: há produção local sobre ilha de calor, e ela não alimenta o planejamento. Dimensão «Muito alta».",00:22:25,ilha de calor|temperatura|estudo|universidade|dados de exposicao,em_implementacao,convergente,alta
ENT-009,1.1.6,PRI2,declaracao,"[participante]: «na legislação municipal foi demandado o dobro de área do que o Código Florestal determina (…) a mata ciliar aqui é o dobro. Se o [Código] determina o mínimo de 30, aqui é 60; se é 50, é 100. Então toda a região — inclusive a parte rural — eles não cumprem, porque não tem fiscalização»","ACHADO. A norma ambiental municipal é mais exigente que a federal na faixa ciliar, e a exigência não é fiscalizada. Padrão que se repete em todo o corpus: a condição habilitante normativa está acima da média e a de implementação está abaixo — o gargalo não é legislar.",00:08:39,mata ciliar|Codigo Florestal|legislacao municipal|fiscalizacao|alinhamento,formalizado,convergente,alta
ENT-009,1.1.8,PRI2,divergencia,"[participante]: «agora o [órgão ambiental municipal] (…) sancionado pela prefeitura (…) é você não precisar de nenhum laudo técnico, como por exemplo o RIMA, estudos de impacto ambiental, de vizinhança. Esses estudos você não precisa para abrir uma indústria, um loteamento (…) você vai lá e assina um termo dizendo que vai cumprir a legislação»","ALEGAÇÃO DE RETROCESSO REGULATÓRIO. Relato de decreto municipal que teria substituído a exigência de estudo de impacto ambiental e de vizinhança por termo de compromisso do empreendedor. Registrada como divergência a verificar documentalmente na Matriz 2 (o decreto e sua redação), não como fato: é alegação de parte interessada e contradiz frontalmente a narrativa de maturidade de ENT-008. Se confirmada, é o achado regulatório mais grave do corpus.",00:08:39,licenciamento|EIA-RIMA|estudo de impacto|decreto municipal|retrocesso,inexistente,divergente,baixa
ENT-009,1.2.2,PRI9,divergencia,"[participante]: «ele tirou todas as pessoas de carreira que realmente falavam: não, você não vai instalar essa indústria poluidora aqui (…) tirou todas essas pessoas [do órgão ambiental]»","ALEGAÇÃO DE ESVAZIAMENTO TÉCNICO. Relato de afastamento de servidores de carreira das funções de análise ambiental por decisão política. Registrada como divergência a triangular: diverge da leitura de ENT-008, que atribui a fragilidade da equipe à ausência de priorização orçamentária ao longo de oito anos, não a afastamento deliberado. As duas leituras descrevem a mesma escassez com causas opostas.",00:14:28,capacidade tecnica|quadro de carreira|licenciamento|esvaziamento,inexistente,divergente,baixa
ENT-009,2.6.3,PRI6,oportunidade,[participante]: «eu vou tirar essas [árvores] e tenho que reflorestar em qualquer lugar 10 mudas para cada árvore (…) não se faz a contagem de estoque de carbono que essa árvore tem e que ela estava captando. Tinha que ser feita a mensuração de carbono para fazer uma compensação equiparada»,OPORTUNIDADE TÉCNICA. Proposta de substituir a compensação por contagem de mudas por compensação equiparada em estoque de carbono mensurado. Converte a compensação ambiental em ativo quantificável e dialoga diretamente com a calculadora de valoração de carbono em desenvolvimento no órgão ambiental (ENT-008).,00:11:37,compensacao ambiental|estoque de carbono|mensuracao|credito de carbono|equiparacao,inexistente,isolada,alta
ENT-009,2.1.5,PRI3,oportunidade,"[participante]: «primeiro, galerias pluviais (…) foi feito um estudo [em que] foi instalado um poço de infiltração e deu certo. Esse poço custou R$ 30.000 (…) o professor que organizou esse estudo falou: pelo menos 100 poços precisariam aqui em Maringá (…) Já tem 3 anos que esse poço tá lá e não colmatou»","PROJETO PRONTO, COM CUSTO E VALIDAÇÃO. Poço de infiltração testado em campo há três anos sem colmatação, custo unitário de R$ 30 mil e escala necessária estimada em 100 unidades — cerca de R$ 3 milhões. É a proposta de investimento em adaptação mais barata, mais específica e melhor evidenciada de todo o corpus, e está parada.",00:17:06,poco de infiltracao|drenagem|projeto piloto|custo|escala|adaptacao,inexistente,isolada,alta
