interview,dim,question,type,excerpt,paraphrase,ts,keywords,maturity,alignment,confidence
ENT-012,1.1.1,PUB1,percepcao,"[participante]: «quando eu coloco a prefeitura em comparação com a quase totalidade das prefeituras do Brasil, ela conseguiu ter avanços (…) mas de forma geral ela está engatinhando. Porque primeiro a população não conseguiu ainda entender qual é o impacto para a vida dela»","Avaliação de maturidade a partir do Legislativo: avanço relativo ao país, estágio inicial em termos absolutos. Ocupa posição intermediária entre a autoavaliação de ENT-008 («muito acima da média») e a de ENT-004 («estágio inicial»), e atribui o limite à ausência de percepção social do impacto. SESSÃO SEM TCLE.",00:19:15,maturidade|estagio inicial|percepcao|comparacao|politica climatica,em_elaboracao,convergente,alta
ENT-012,1.1.8,PUB1,lacuna,"[participante]: «não existe incorporação concreta nas medidas nem tributárias, que seriam fundamentais, nem urbanísticas, que também é muito importante, e mesmo ambientais»","LACUNA DE INSTRUMENTO, DITA PELO LEGISLATIVO. A agenda climática não foi incorporada aos três conjuntos normativos que teriam efeito material — tributário, urbanístico e ambiental. A ação existe como decisão de gestão e não como norma, e por isso não sobrevive à troca de gestão. SESSÃO SEM TCLE.",00:19:15,legislacao|tributario|urbanistico|incorporacao|instrumento,inexistente,convergente,alta
ENT-012,1.2.2,PUB8,declaracao,[participante]: «até muito pouco tempo as questões de licenças ambientais estavam ligadas ao estado (…) Maringá foi assumindo e criando esse organismo municipal. Só que ainda tem tanta demanda para ele resolver da burocracia que ele não conseguiu avançar em implementar algumas soluções»,CONTEXTO DECISIVO. O órgão ambiental municipal é recente e assumiu a competência de licenciamento antes exercida pelo Estado. Explica estruturalmente a sobrecarga descrita em ENT-008: a unidade que deveria formular a política climática está absorvendo o passivo de um licenciamento recém-municipalizado. SESSÃO SEM TCLE.,00:19:15,municipalizacao|licenciamento|orgao ambiental|capacidade|burocracia,em_implementacao,complementar,alta
ENT-012,1.2.2,PUB8,declaracao,"[participante]: «[o instituto] só começou e conseguiu se implantar em 2024. Em 2025 [com a nova gestão] teve que refazer, porque o quadro técnico tinha um perfil que não estava muito adequado. Basicamente eles estão começando a produzir agora»","Confirmação, de outra fonte, da recomposição do quadro técnico do órgão ambiental na virada de gestão — o mesmo evento que ENT-009 descreve como afastamento deliberado de servidores. As duas sessões concordam sobre o fato e divergem sobre a intenção; ambas sem TCLE. A verificação documental (atos de nomeação e exoneração) é o que decide. SESSÃO SEM TCLE.",00:34:53,quadro tecnico|recomposicao|orgao ambiental|capacidade|transicao,em_implementacao,divergente,media
ENT-012,1.1.5,PUB2,declaracao,"[participante]: «ela tem pequenos córregos que vão ser muito mais impactados pela seca do que pela abundância (…) enquanto ela ia aos poucos caindo, [a chuva] cai tudo de uma vez só. Num dia só ela chove o mês inteiro e depois fica sem chover»",Descrição do duplo regime que a análise técnica de ENT-010-ENT-011 quantificaria depois: mesma precipitação mensal concentrada em menos dias. Converge de forma independente com o «duplo risco hídrico» da consultoria e reforça que a seca dos córregos é risco tão relevante quanto o alagamento. SESSÃO SEM TCLE.,00:24:21,seca|corrego|concentracao de chuva|regime pluviometrico|duplo risco,em_implementacao,convergente,alta
ENT-012,1.1.5,PUB2,declaracao,"[participante]: «é preciso lembrar que a gente tinha cinco pontos de gravidade, hoje tem 40»",ACHADO QUANTITATIVO DE TENDÊNCIA. Os pontos críticos de drenagem passaram de cinco para cerca de quarenta. Compatível com os 38 pontos mapeados pela consultoria (ENT-010-ENT-011) e com os 40 projetos executivos de erosão de ENT-008 — e acrescenta a série temporal que faltava: o passivo multiplicou por oito. SESSÃO SEM TCLE.,00:24:21,pontos criticos|drenagem|tendencia|passivo|alagamento,em_implementacao,convergente,alta
ENT-012,2.1.7,PUB2,lacuna,"[participante]: «não temos uma defesa civil organizada para tratar de qualquer tipo de novo episódio inesperado. Por exemplo, se vier um ciclone, nós não temos nenhum preparo para isso (…) não temos uma ideia de como podemos fazer uma proteção para isso, para minimizar, para treinar»","LACUNA. Ausência de protocolo e de treinamento para evento extremo de tipo novo. Diverge da avaliação positiva de ENT-005 sobre a resposta da defesa civil, e a diferença é de objeto: a estrutura responde bem ao evento conhecido e não tem preparo para o evento sem precedente — que é justamente o que a mudança do regime eólico anuncia. SESSÃO SEM TCLE.",00:24:21,defesa civil|ciclone|preparo|protocolo|treinamento|desastre,inexistente,divergente,alta
ENT-012,3.2.3,PUB3,declaracao,"[participante]: «há um levantamento feito pela [universidade pública] voltado ao problema dos raios. Há um aumento muito grande da quantidade de raios (…) e esse fenômeno ninguém fala, ninguém percebe, porque não aconteceu nenhum desastre ainda»","RISCO EMERGENTE NÃO MAPEADO. Estudo acadêmico local aponta aumento de descargas atmosféricas, sem qualquer tratamento na agenda pública porque ainda não produziu vítima. Terceiro caso no corpus de dado científico local existente e não incorporado (com a ilha de calor e o poço de infiltração) — e o único sobre um risco que nenhum instrumento municipal considera. SESSÃO SEM TCLE.",00:24:21,raios|descarga atmosferica|risco emergente|universidade|dados,inexistente,isolada,media
ENT-012,1.1.5,PUB2,declaracao,"[participante]: «é possível aqui você fazer uma perfuração de 200 m, 150 m (…) e isso tem tido uma diminuição muito grande (…) a cidade tem o maior número de poços artesianos no centro por metro quadrado (…) as pessoas furaram poços artesianos e foram enfraquecendo esse aquífero (…) muitas dessas [águas] já estão contaminadas e a população que usa não tem conhecimento disso»","CONVERGÊNCIA INDEPENDENTE. Segunda fonte a apontar a explotação difusa do aquífero raso por poços prediais como risco (a primeira é ENT-007), agora com dois acréscimos: rebaixamento já observado e contaminação de águas em uso sem conhecimento do usuário. Risco hídrico e sanitário simultâneo, sem instrumento municipal que o alcance. SESSÃO SEM TCLE.",00:24:21,aquifero|poco artesiano|rebaixamento|contaminacao|risco hidrico,inexistente,convergente,alta
ENT-012,1.1.5,PUB2,declaracao,"[participante]: «nós temos verdadeiras voçorocas escondidas em vários pontos da cidade (…) tem hortas comunitárias [onde] quando a gente chega e começa a andar, a gente descobre um buraco de 7 m, 8 m, com certeza»","Passivo de erosão de grande porte não visível a partir da via pública, inclusive em áreas de uso comunitário. Converge com ENT-008 («é só quem está lá dentro que entende o tamanho da responsabilidade»): o dano existe, é subdimensionado por sensoriamento remoto e coexiste com uso social do espaço. SESSÃO SEM TCLE.",00:30:13,vocoroca|erosao|passivo|horta comunitaria|risco oculto,em_implementacao,convergente,alta
