interview,dim,question,type,excerpt,paraphrase,ts,keywords,maturity,alignment,confidence
ENT-014,3.2.4,SOC1,declaracao,"[participante]: «quando a gente pensa em grupo mais impactado, falando a partir de Maringá, é um pouco difícil colocar isso, porque Maringá não tem um aglomerado de população em situação de vulnerabilidade tão visível (…) a gente tem que expandir o olhar para essa região metropolitana imediata (…) cidades dormitório: a população só volta para casa para dormir, mas toda a dinâmica dela se desenvolve aqui»","ACHADO ESTRUTURAL. A população mais vulnerável ao risco climático de Maringá trabalha em Maringá e mora fora dela. Explica por que o recorte municipal não encontra vulnerabilidade concentrada — ela foi exportada pela dinâmica metropolitana — e converge com ENT-010-ENT-011, que projeta a vulnerabilidade na faixa de conurbação.",00:08:22,cidade dormitorio|regiao metropolitana|vulnerabilidade|conurbacao|escala,inexistente,convergente,alta
ENT-014,1.1.4,SOC2,declaracao,"[participante]: «tem um plano de arborização super consistente e consolidado, mas que tem sofrido muito com ventos fortes (…) isso evidencia que a cidade, apesar de ter esse plano, já vinha de certo modo não olhando para ele como deveria (…) a gente acaba perdendo muitas árvores e essas árvores são retiradas, mas elas não são repostas»","QUINTA CONVERGÊNCIA SOBRE ARBORIZAÇÃO. O plano existe, é bom e não é observado na etapa de reposição. Converge com ENT-006, ENT-007, ENT-008 e ENT-009 — cinco sessões de quatro setores. Nenhum outro objeto do corpus reúne esse grau de concordância.",00:08:22,plano de arborizacao|reposicao|implementacao|vento|manutencao,formalizado,convergente,alta
ENT-014,1.2.2,SOC2,declaracao,"[participante]: «muitas vezes os próprios moradores ficam inseguros e solicitam retiradas que às vezes a prefeitura aceita, mas sem falar sobre um replantio, sobre a importância de manutenção desse plano»","ACHADO. A supressão arbórea é induzida por pedido de morador amedrontado pelo risco de queda, e deferida sem contrapartida de replantio nem mediação técnica. O risco climático está produzindo, por via administrativa, a perda do ativo que reduz esse mesmo risco.",00:08:22,supressao|replantio|licenciamento|medo|arborizacao|contrapartida,inexistente,complementar,alta
ENT-014,1.1.5,SOC1,declaracao,[participante]: «a cidade já sofreu com essa relação de chuva intensa que ocasionou depois um problema de abastecimento de água. A cidade teve uns episódios recentes impactantes»,"TERCEIRA CONFIRMAÇÃO INDEPENDENTE. O desabastecimento de água causado por chuva intensa é relatado por ENT-005, ENT-009 e agora ENT-014, de três setores distintos. É o evento de infraestrutura crítica mais bem triangulado do corpus e não aparece em nenhuma das sessões do poder público.",00:08:22,abastecimento|captacao|chuva intensa|infraestrutura critica|evento,em_implementacao,convergente,alta
ENT-014,1.1.4,SOC2,percepcao,"[participante]: «acho que a gente tem que discutir carbono zero, técnicas sustentáveis, mas a gente tem que olhar para o que a gente já tem e garantir que isso permaneça (…) tenho receio de a gente perder a noção do patrimônio que a gente tem hoje, do quanto esse planejamento inicial é uma coisa preciosa, por a gente olhar só para o futuro»","CRÍTICA DE PRIORIZAÇÃO. A agenda de mitigação e inovação estaria absorvendo a atenção que a manutenção do ativo urbano existente demanda. Reposiciona a discussão de investimento climático em Maringá: o retorno maior pode estar em conservar a infraestrutura verde herdada, não em construir o novo.",00:13:07,carbono zero|manutencao|patrimonio|priorizacao|adaptacao|mitigacao,em_implementacao,complementar,alta
ENT-014,3.2.4,SOC3,declaracao,"[participante]: «por mais que as regiões mais periféricas não sejam ruins, essa qualidade toda não seguiu para as bordas»",Terceira formulação convergente da desigualdade territorial (com ENT-007 e ENT-009): a qualidade urbana que dá reputação à cidade se concentra na área central. O gradiente centro–borda é o recorte distributivo mais recorrente do corpus.,00:13:07,desigualdade territorial|periferia|qualidade urbana|centro|bordas,inexistente,convergente,alta
ENT-014,1.1.8,SOC2,divergencia,"[participante]: «quando eu penso nessas legislações mais recentes da gestão (…) eu vejo que tem um pouquinho de um descolamento da realidade (…) pensar em redução de carbono para as próximas edificações é uma coisa que as construtoras vão pensar (…) só que essa parcela mais periférica da população muitas vezes está precisando de coisas anteriores, mais básicas»","DIVERGÊNCIA DISTRIBUTIVA. A norma climática recente se dirige à construção nova e ao mercado formal, e não alcança a população cuja moradia é precária. Registra que instrumento climático mal calibrado pode aprofundar a desigualdade que deveria enfrentar.",00:16:59,legislacao|carbono|construtoras|periferia|equidade|descolamento,regulamentado,divergente,alta
ENT-014,3.2.4,SOC3,divergencia,[participante]: «existe área ainda irregular na cidade? Existe. Então tem questões fundiárias ainda. Existem casas que não estão regularizadas ou com uma infraestrutura que não atende toda a sua família (…) a gente tem uma família (…) são 15 pessoas morando numa casa de dois cômodos»,"QUARTA POSIÇÃO SOBRE A MESMA DIVERGÊNCIA. Afirma existirem áreas irregulares e passivo fundiário em Maringá, contra o registro oficial de zero ocupações relatado em ENT-010-ENT-011 e a negação de ocupação em fundo de vale em ENT-008, e ao lado do relato de ENT-007. Três fontes de sociedade civil e consultoria contra o dado oficial: a divergência precisa ser resolvida documentalmente antes que o plano de adaptação fixe seu recorte de sensibilidade.",00:16:59,area irregular|regularizacao fundiaria|precariedade|divergencia|vulnerabilidade,inexistente,divergente,alta
ENT-014,3.2.4,SOC3,declaracao,"[participante]: «numa casa precária que numa chuva ou num vento é atingida de outra forma que eu sou atingida. [Na área central] cai uma árvore aqui na frente, eu fico sem energia um, dois dias. Essa pessoa perde o telhado, ela perde a casa»",Formulação precisa do impacto diferencial: o mesmo evento produz interrupção de serviço no centro e perda de moradia na borda. É o argumento distributivo que justifica priorizar territorialmente o investimento em adaptação — e o corpus não registra nenhum instrumento municipal que faça essa distinção.,00:19:33,impacto diferencial|precariedade|telhado|vulnerabilidade|equidade,inexistente,convergente,alta
ENT-014,4.2.3,SOC7,oportunidade,"[participante]: «tem um trabalho muito ligado à moradia digna (…) da conjunção do [instituto de planejamento] com a Secretaria de Urbanismo e Habitação, de tratar a moradia para além da casa em si (…) qualificar essas bordas com melhoria habitacional, mas com equipamentos (…) entender que a política habitacional não está descolada dessas discussões de sustentabilidade ambiental. É parar de pensar nas políticas públicas de forma muito segmentada»","CONVERGÊNCIA DE PROPOSTA. Integração entre política habitacional e agenda climática, com melhoria habitacional e equipamentos públicos nas bordas. Converge com a proposta de ATHIS como instrumento de adaptação de ENT-007 — duas sessões do mesmo setor, independentes, apontando o mesmo desenho. É a recomendação de adaptação com recorte distributivo mais consistente do corpus.",00:20:41,habitacao|ATHIS|melhoria habitacional|equipamentos|integracao|adaptacao,inexistente,convergente,alta
