interview,dim,question,type,excerpt,paraphrase,ts,keywords,maturity,alignment,confidence
ENT-005,1.1.5,SOC1,declaracao,"[participante]: «são as fortes chuvas e ventos. Nós tivemos situações de ter ventos muito fortes sem chuva (…) uma das dessas chuvas fortes, nós aqui onde a gente mora, ficamos, sei lá, quatro dias sem energia (…) a cidade levou mais de uma semana para [recuperar]»","Risco prioritário identificado da perspectiva da sociedade civil: vendaval, com interrupção prolongada do serviço de energia. Acrescenta ao par erosão/alagamento registrado no bloco público um terceiro vetor — vento — cujo impacto se dá sobre a rede elétrica aérea, ativo que não é municipal.",00:06:29,vento|vendaval|evento extremo|energia|risco climatico,em_implementacao,complementar,alta
ENT-005,1.1.5,SOC1,declaracao,"[participante]: «foi por excesso de chuva, nós ficamos sem água, porque aonde nós temos a bacia de coleta de água da cidade (…) ele subiu muito e ele alagou as bombas de captação e aí foi mais de uma semana para recuperar. Então a cidade ficou muito tempo sem água pelo excesso de chuva. Curioso, né? não era seca. E aí mostra uma vulnerabilidade.»","ACHADO. Evento de desabastecimento de água causado por excesso de chuva — a captação da cidade depende de um único ponto em um único rio, e o alagamento das bombas interrompeu o serviço por mais de uma semana. Vulnerabilidade de infraestrutura crítica com fonte única, não registrada em nenhuma outra sessão.",00:07:41,abastecimento de agua|captacao|vulnerabilidade|infraestrutura critica,em_implementacao,isolada,alta
ENT-005,1.1.5,SOC1,declaracao,"[participante]: «esse é um dos maiores riscos da nossa região, que eu não sabia, quase ninguém sabe, que é seca. Então a tendência da nossa região é enfrentar, com esses fenômenos do El Niño, além do vento, ter seca.»","A seca aparece como risco relevante para a região e é explicitamente reconhecida como desconhecida do debate público local («quase ninguém sabe»). Contrasta com a centralidade de alagamento e erosão no bloco público: o corpus está calibrado para o excesso de água, não para a falta.",00:08:53,seca|El Nino|risco climatico|estiagem,em_elaboracao,divergente,media
ENT-005,1.1.4,SOC4,oportunidade,"[participante]: «teria que criar um sistema de backup, vamos dizer assim, ou de receber água (…) a gente pega a água de um rio, no sentido contrário tem um rio da bacia do Ivaí, que é um grande rio do estado. Então isso eu acho que é um dado interessante da gente pensar como estratégia»","OPORTUNIDADE. Proposta de redundância na captação de água entre bacias como medida de adaptação estruturante. É um projeto de infraestrutura de porte, elegível a financiamento climático e ausente de qualquer instrumento municipal citado no corpus.",00:08:53,adaptacao|abastecimento|redundancia|bacia hidrografica|projeto,inexistente,isolada,media
ENT-005,1.1.5,SOC1,declaracao,[participante]: «áreas aqui meio centrais que nunca tivemos problema de drenagem e hoje com chuva em excesso começa a encher ruas (…) tem a questão da impermeabilização de solo e aumenta o volume (…) tá chovendo um volume maior em menor tempo»,"Constatação de que a rede de drenagem projetada há décadas deixou de comportar o regime atual de chuva, com dois fatores somados: mudança do padrão pluviométrico e impermeabilização do solo. Converge com a evidência operacional de ENT-004, aqui a partir de observação técnica externa à prefeitura.",00:11:09,drenagem|impermeabilizacao|chuva intensa|alagamento,em_implementacao,convergente,alta
ENT-005,1.1.8,SOC2,declaracao,"[participante]: «tá rodando uma revisão do parcelamento do solo e [uma liderança do setor] foi lá e: vamos exigir rebaixar a fiação. (…) O empresariado não quer. Ah, vai ficar caro, vai encarecer.»","Há revisão de instrumento urbanístico em curso e uma disputa aberta sobre incluir nela a exigência de rede subterrânea — medida de resiliência com custo privado. É o caso mais nítido no corpus de política climática decidida dentro de instrumento urbanístico ordinário, e do conflito distributivo que isso gera.",00:39:17,parcelamento do solo|revisao|resiliencia|fiacao|regulacao,em_elaboracao,complementar,alta
ENT-005,1.2.1,SOC2,declaracao,"[participante]: «falar que a prefeitura não tá parada — primeiro que não é prefeitura, daí é uma junção de outra entidade, de outro órgão que é responsável por isso»","A responsabilidade sobre os ativos que falham no evento extremo — energia e água — é de concessionárias e do Estado, não do município. Delimita o alcance real da condição habilitante municipal: parte do risco prioritário está fora da alçada de quem será cobrado por ele.",00:06:29,responsabilidade|concessionaria|competencia|energia,formalizado,complementar,alta
ENT-005,1.2.2,SOC7,lacuna,"[participante]: «a prefeitura só pode fazer concurso, não tem outro mecanismo melhor. E por que que a prefeitura não faz? Ah, porque não tem gente para fazer»","A ausência de capacidade administrativa impede o município de usar um instrumento que já está à sua disposição — o concurso de projeto. Terceira aparição do mesmo padrão no corpus (IPTU Verde em ENT-003, projeto de drenagem em ENT-004): o gargalo não é o instrumento, é o braço para operá-lo.",00:31:57,capacidade institucional|concurso de projeto|barreira|equipe,inexistente,convergente,alta
ENT-005,2.1.7,SOC2,declaracao,"[participante]: «a cidade tem defesa civil, corpo de bombeiro equipado. Então quando ocorrem esses fenômenos, ela tem uma resposta rápida pela proporção que ela comporta»","Avaliação positiva da capacidade de resposta imediata a evento extremo, vinda de fora da administração. Qualifica o achado: o município responde bem ao evento e mal à recuperação — que levou mais de uma semana nos dois casos relatados e dependeu de reforço externo.",00:10:02,defesa civil|resposta a desastre|bombeiros|emergencia,em_implementacao,convergente,alta
ENT-005,2.1.7,SOC1,declaracao,"[participante]: «vieram empresas da [concessionária estadual de energia], veio pessoal de [outras cidades do Estado]. Então tem que mobilizar o reforço externo para vir recuperar. É muito demorado recuperar, não tem mágica»",A recuperação pós-evento depende de mobilização de equipes de fora do município. Não há capacidade instalada nem contrato de prontidão dimensionado para o evento extremo — o que converge com a realocação de equipes descrita em ENT-004.,00:06:29,recuperacao|desastre|reforco externo|concessionaria,inexistente,convergente,alta
ENT-005,2.3.3,SOC7,oportunidade,"[participante]: «uma outra entidade que o município criou (…) Instituto Cultural Ingá, que foi estimulado a ser criado na gestão anterior, que é estruturar para captar recurso para a lei Rouanet, para o dinheiro ficar no município (…) hoje é uma área de levantar dinheiro para a cultura via renúncia fiscal enorme na cidade»","ACHADO REPLICÁVEL. Existe em Maringá um precedente institucional de estrutura dedicada à captação por renúncia fiscal, criada por indução do poder público e operada fora dele, com resultado comprovado no setor cultural. É o desenho institucional que falta à agenda climática — e a dimensão de diversificação de receitas ambientais, que não recebia evidência de nenhuma pergunta do instrumental, passa a ter lastro empírico.",00:44:12,renuncia fiscal|captacao|diversificacao de receitas|instituto|incentivo,efetivo,isolada,alta
ENT-005,2.3.3,SOC7,declaracao,"[participante]: «a sacada foi: o primeiro presidente do [instituto] foi o presidente do sindicato dos contadores, que era o primeiro que você tinha que convencer (…) porque ele ia falar pro empresário»","O fator de sucesso relatado na captação por renúncia fiscal foi identificar e cooptar o intermediário que decide de fato — o contador da empresa, não o empresário. Detalhe operacional transferível para qualquer desenho de incentivo climático dirigido ao setor privado local.",00:45:16,renuncia fiscal|intermediario|engajamento privado|estrategia,efetivo,isolada,media
ENT-005,2.4.1,SOC9,divergencia,"[participante]: «teve audiência pública sobre esse tema, quem tava lá era o empresariado que é contra. Porém, nas redes sociais você vê todo mundo defendendo, a população»","DIVERGÊNCIA. Sobre a mesma medida de resiliência, o setor privado organizado se opõe presencialmente e a população apoia difusamente. O canal formal de participação captura a posição contrária e não captura a favorável — o que enviesa a decisão pública sobre uma medida de adaptação.",00:40:26,audiencia publica|participacao|investimento privado|resiliencia|conflito,em_implementacao,divergente,alta
ENT-005,2.4.2,SOC4,percepcao,"[participante]: «a rede é do município e ela é terceirizada para a [companhia de saneamento], essa companhia que é privada também no fim hoje»","O saneamento opera por concessão a companhia de capital privado, e a rede permanece municipal. Estrutura contratual que abre espaço para investimento de resiliência hídrica via contrato de concessão — caminho não explorado em nenhuma outra sessão.",00:08:53,concessao|saneamento|PPP|investimento|agua,em_implementacao,complementar,media
ENT-005,2.5.1,SOC6,declaracao,"[participante]: «o [conselho de desenvolvimento econômico] é legal porque ele controla as despesas do município. O prefeito quer fazer um financiamento maluco, os caras falam: não»","Existe controle social efetivo sobre operações de crédito municipais, exercido por um conselho com participação empresarial. É condição habilitante ambígua: dá previsibilidade fiscal ao credor, e ao mesmo tempo cria um veto adicional sobre endividamento para investimento climático.",00:25:00,operacao de credito|controle social|conselho|endividamento|capacidade fiscal,em_implementacao,isolada,alta
