interview,dim,question,type,excerpt,paraphrase,ts,keywords,maturity,alignment,confidence
ENT-001-ENT-002,1.1.1,PUB1,percepcao,"[participante 1]: «é algo inicial, né? [A liderança do Executivo] entrou agora, esse é o segundo ano do mandato dele, ele veio muito com essa ideia de sustentabilidade, de clima.»","A incorporação da pauta climática é descrita como inicial e atribuída à entrada da atual liderança do Executivo, não a um instrumento de política. Não há referência a plano, lei ou programa climático anterior — a agenda existe como orientação de gabinete.",00:14:25,clima|sustentabilidade,em_elaboracao,convergente,alta
ENT-001-ENT-002,1.1.5,PUB2,percepcao,"[participante 1]: «o que a gente vê aqui em Maringá que sempre tem é muita queda de árvore (…) alagamentos em alguns pontos da cidade, drenagem (…) veio chuva, veio o vento, é normal acontecer. Então isso acontece constantemente.»","O risco climático é lido por recorrência de ocorrência — vento, chuva, queda de árvore, alagamento — e não por avaliação estruturada. O participante remete explicitamente a avaliação técnica às secretarias de infraestrutura e à Defesa Civil, o que limita a confiança desta evidência sobre a existência do instrumento.",00:17:58,alagamento|risco climatico|vulnerabilidade|evento extremo,em_elaboracao,complementar,baixa
ENT-001-ENT-002,1.1.7,PUB4,lacuna,"[participante 1]: «tem sim indicadores, nós temos um plano de metas (…) quem cuida é o [instituto de planejamento] (…) É geral, é geral, com certeza envolve essa questão climática, mas não é específico para isso.»","Existe plano de metas municipal com acompanhamento periódico de percentual de execução, mas nenhum indicador climático próprio. O monitoramento da ação climática não tem instrumento dedicado: depende de leitura indireta de metas setoriais gerais.",00:23:24,indicador de adaptacao|monitoramento|acompanhamento de metas,inexistente,convergente,alta
ENT-001-ENT-002,1.2.1,PUB8,declaracao,"[participante 1]: «Tem o [órgão ambiental municipal], que cuida dessa parte climática. Essa questão de drenagem, de bueiro, aí quem cuida é a [secretaria de infraestrutura] e a [limpeza urbana]. Se vai ter um projeto, uma obra nova, é a [secretaria de obras].»",As responsabilidades setoriais são claras e prontamente identificadas por um servidor de área-meio — o que indica desenho institucional legível. O que não existe é competência climática transversal: cada órgão responde por um fragmento e nenhum responde pelo conjunto.,00:35:20,competencia|atribuicao|responsabilidade institucional|quem responde,em_implementacao,convergente,alta
ENT-001-ENT-002,1.2.2,PUB10,declaracao,"[participante 1]: «a equipe tá muito reduzida (…) acho que projetos, recurso pra gente dar de contrapartida e servidores também mais capacitados, mais comprometidos com o processo.»","Top-3 de barreiras declarado: maturidade de projetos, recurso para contrapartida e capacidade de pessoal. A capacidade institucional aparece de novo como restrição de primeira ordem, convergindo com ENT-003, que a nomeou como barreira número um.",00:44:21,capacidade institucional|servidores|equipe tecnica|capacitacao|falta de pessoal,inexistente,convergente,alta
ENT-001-ENT-002,1.2.2,PUB10,declaracao,"[participante 2]: «é necessário ter o responsável por isso ou o núcleo responsável, a equipe responsável por isso, porque quando você solta, então ninguém fica responsável, ninguém assume, mesmo sendo secretário da pasta. Acaba ficando muito solto.»","Diagnóstico interno de que a atribuição difusa dissolve a responsabilidade, mesmo em nível de secretário. O participante propõe um núcleo dedicado com aval do Chefe do Executivo — isto é, reconhece que a coordenação hoje depende de autoridade pessoal, não de estrutura.",00:51:15,capacidade institucional|equipe tecnica|responsabilidade institucional,inexistente,convergente,alta
ENT-001-ENT-002,2.1.2,PUB7,declaracao,"[participante 1]: «a gente tá sempre acompanhando a plataforma Transfer GOV, que é do governo federal, sempre dando uma atenção especial pro Ministério do Meio Ambiente, ver se tem algum recurso disponível pra gente poder participar.»","Monitoramento ativo e rotinizado de fontes federais, com filtro temático ambiental já incorporado à rotina de captação. É a condição habilitante mais consolidada que a entrevista revela — e ela é de processo, não de política.",00:15:36,recurso federal|convenio|transferencia|emenda,em_implementacao,convergente,alta
ENT-001-ENT-002,2.1.3,PUB7,declaracao,"[participante 2]: «Maringá tem excelente capacidade de pagamento, né, e também tem, consequentemente, esse aval da União, que é necessário para esses recursos internacionais (…) apesar que eu não tenho a capacidade técnica de levar adiante, né, no caso de pleitear um recurso internacional.»","Os pré-requisitos formais de acesso a fonte internacional — capacidade de pagamento e aval da União — estão presentes; a capacidade técnica de operar o pleito não está. A restrição é de know-how, não de elegibilidade, o que a torna endereçável por assistência técnica.",00:45:19,fundo climatico internacional|cooperacao internacional|aval da Uniao,em_elaboracao,isolada,alta
ENT-001-ENT-002,2.1.3,PUB7,lacuna,"[participante 1]: «eu tô aqui desde 2009 e a gente não teve captação de recurso internacional. Acho que teve uma operação de crédito com BID, mas (…) a equipe que na época cuidou disso não tá mais. Então assim, nós não temos esse conhecimento, essa facilidade de lidar com recursos internacionais (…) como que vai ser gerir tudo isso em dólar, se nós temos dificuldade no real?»","Nenhuma captação internacional em dezessete anos, e o único precedente — uma operação com banco multilateral — não deixou capacidade instalada: perdeu-se com a saída da equipe. É a mesma falha de institucionalização observada em ENT-003 na parceria científica: a condição existiu na prática e não sobreviveu à troca de pessoas.",00:48:14,fundo climatico internacional|cooperacao internacional|BID|doacao internacional,inexistente,convergente,alta
ENT-001-ENT-002,2.1.4,PUB6,lacuna,"[participante 1]: «Nós não temos um banco de projetos. O correto seria a nossa secretaria de obras ter um banco de projetos e quando eu fosse falar no ministério ou com o deputado falar: 'ó, tá aqui o projeto completo, custa 5 milhões, eu preciso de uma emenda de 5 milhões porque eu preciso licitar'. E geralmente não acontece.»","Ausência declarada de carteira de projetos. A captação é feita sobre estimativas, não sobre projeto executivo — o que compromete tanto o valor pleiteado quanto o prazo de execução.",00:27:47,preparacao de projeto|projeto executivo|carteira de projetos|pipeline|maturidade do projeto,inexistente,convergente,alta
ENT-001-ENT-002,2.1.4,PUB6,declaracao,"[participante 1]: «eu só vou fazer os projetos depois que eu tiver a garantia do dinheiro (…) E aí os projetos demoram um ano, um ano e meio. Quando termina o projeto, a obra não é mais 3 milhões, a obra é 5 milhões. Então é 3 milhões da emenda, 2 milhões de contrapartida.»","A sequência está invertida — o recurso vem antes do projeto — e a inversão é sistemática, não excepcional. O efeito é mecânico: o intervalo entre captação e projeto vira defasagem de custo, e a defasagem inteira recai sobre a contrapartida municipal.",00:28:42,preparacao de projeto|projeto executivo|estudo de viabilidade|maturidade do projeto,inexistente,convergente,alta
ENT-001-ENT-002,2.1.4,PUB6,declaracao,"[participante 1]: «Casa da Mulher Brasileira (…) teve um edital aberto, a gente ficou para um segundo ciclo, mas se a gente tivesse os projetos prontos, teria entrado no primeiro ciclo. (…) Céu da Cultura do novo PAC (…) tem vários municípios que já estão com a obra em execução. Maringá acabou atrasando (…) tem um projeto do Parque Alfredo Nyffeler que foi assinado o convênio em 2023. Até hoje os projetos não ficaram prontos.»","Três perdas documentadas de janela por imaturidade de projeto, uma delas com convênio assinado há três anos e recurso garantido. A capacidade de preparação é a restrição que converte oportunidade em passivo — e é ela, não a disponibilidade de fonte, que determina o que o município consegue executar.",00:29:37,preparacao de projeto|pipeline|maturidade do projeto|Novo PAC,inexistente,convergente,alta
ENT-001-ENT-002,2.1.5,PUB8,declaracao,[participante 2]: «Não tem um setor de captação de recursos na prefeitura (…) o secretário de governo falou: por enquanto é aqui (…) Então tá sendo estruturado aqui.»,"Não existe unidade de captação: a função está sendo montada informalmente dentro da secretaria de governo, apoiada em uma pessoa com dois meses de casa. Converge com ENT-003, que registrou a mesma ausência a partir do órgão ambiental — a lacuna é da estrutura, não de um órgão.",00:47:13,estrategia financeira|plano de captacao|roadmap de financiamento,em_elaboracao,convergente,alta
ENT-001-ENT-002,2.1.6,PUB6,declaracao,[participante 1]: «a [secretaria de obras] já tem estudado alternativas para novas obras (…) um prédio que o município já vai construir com aquela madeira trabalhada (…) eu sinto que os nossos engenheiros ainda tão aprendendo a desenvolver projetos com essa questão da engenharia verde.»,"Critérios construtivos de baixo carbono começam a entrar nas obras novas por decisão de projeto, não por norma. O limite declarado é de capacidade técnica interna: a equipe de engenharia ainda está aprendendo a especificar.",00:26:51,baixo carbono|eficiencia energetica|descarbonizacao,em_elaboracao,isolada,alta
ENT-001-ENT-002,2.1.7,PUB6,declaracao,"[participante 1]: «O Fundo Estadual da Defesa Civil também veio com uma proposta de que tem recurso destinado para essa questão de calamidade pública (…) uma das questões que era exigida era o fundo municipal. E a gente agora criou o fundo nosso. Então agora ele já tem uma lei que criou, então isso já é um passo, né, para participar.»","Fundo municipal de defesa civil criado por lei recentemente — e criado como resposta a uma exigência de habilitação, não a um planejamento próprio de financiamento de risco. Existe em norma; nada foi relatado sobre regulamentação, aporte ou execução.",00:15:36,desastre|Defesa Civil|contingencia|fundo de catastrofe,formalizado,isolada,alta
ENT-001-ENT-002,2.2.1,PUB5,lacuna,"[participante 1]: «eu até participei ontem de uma reunião do orçamento para 2027 (…) das obras que a gente falou ontem, nenhuma especificamente tá ligada à questão [climática] (…) falar que a gente se reúne, pelo menos comigo, não aconteceu: vamos fazer só sobre clima, vamos destinar recurso só sobre o clima. Ainda não.»","Relato direto de dentro do ciclo de elaboração do orçamento de 2027: não há marcação climática, rubrica dedicada nem discussão específica de destinação. É a primeira evidência do corpus sobre orçamento verde — e ela é negativa, vinda de quem estava na reunião.",00:25:45,orcamento verde|marcacao orcamentaria|orcamento climatico,inexistente,isolada,alta
ENT-001-ENT-002,2.2.3,PUB5,lacuna,"[participante 1]: «sempre nas reuniões a gente fala: ó, isso aí é prioridade do prefeito, não só a questão climática, mas tem outros assuntos que também é prioridade dele.»","A prioridade climática circula como orientação verbal do gabinete e concorre com outras prioridades igualmente verbais. Não há tradução em programa orçamentário, meta física ou vínculo com o ciclo PPA/LDO/LOA — o que deixa a agenda sem porta de entrada no planejamento.",00:24:40,PPA|LDO|LOA|planejamento orcamentario|programa orcamentario,inexistente,complementar,media
ENT-001-ENT-002,2.3.1,PUB7,divergencia,"[participante 1]: «Eu desconheço IPTU Verde (…) aí eu nunca não participei do IPTU Verde, não sei se não participei. É uma coisa que talvez precisasse de mais divulgação. Eu não sei se é fácil você participar ou não. Eu desconheço, mas eu sei que tem (…) se é muito burocrático, as pessoas já: ah, não vou participar.»","Divergência com ENT-003, que descreve o IPTU Verde como regulamentado, com fila de pedidos e proposta de ampliação pronta. O conflito não é sobre a existência do instrumento, e sim sobre seu alcance: um servidor da administração central, que lida diariamente com captação, não sabe como ele funciona. O instrumento de receita própria mais relevante da agenda climática municipal não circula fora do órgão ambiental — o que qualifica a barreira administrativa relatada em ENT-003 como sendo também de difusão interna.",00:33:13,receita propria|IPTU|IPTU Verde|arrecadacao,regulamentado,divergente,alta
ENT-001-ENT-002,2.3.4,PUB7,declaracao,"[participante 1]: «a maior parte do orçamento de Maringá é tudo para custeio, para manter o que já tem. Então se você demora para fazer outros projetos, o valor da contrapartida sempre vai aumentar e vai dificultar pra gente conseguir a contrapartida.»","A margem própria de investimento é residual: o orçamento é majoritariamente custeio. Como a contrapartida sai dessa margem, cada atraso de projeto consome capacidade fiscal futura — a sustentabilidade do investimento climático recorrente não está dada.",00:30:34,sustentabilidade fiscal|custeio|manutencao|despesa recorrente|capacidade de pagamento,inexistente,convergente,alta
ENT-001-ENT-002,2.3.4,PUB6,declaracao,"[participante 1]: «o nosso convênio mais antigo é de 2017 (…) a obra era 9 milhões do Ministério da Saúde, sem contrapartida. Demorou tanto que a nossa contrapartida acho que tava em 13 milhões agora, de zero para 13 milhões. E é uma obra que tá em andamento.»",Caso extremo do mecanismo anterior: uma contrapartida que era zero chegou a treze milhões por decurso de prazo. Quantifica o custo fiscal da imaturidade de projeto e mostra que ele não é hipotético nem marginal.,00:43:26,sustentabilidade fiscal|custeio|despesa recorrente|contrapartida,inexistente,complementar,alta
ENT-001-ENT-002,2.4.2,PUB7,oportunidade,"[participante 1]: «a gente tem a parte que a gente também tá estudando: acho que tem uma pessoa no [instituto de planejamento] agora das PPPs, né, das parcerias público-privadas. É uma ideia. A questão das concessões, que também a gente tem começado (…) São possibilidades.»","PPPs e concessões estão em exploração inicial, atribuídas a uma pessoa no instituto de planejamento e a uma intenção da liderança. Não há modelagem, PMI ou chamamento em curso — o instrumento está no campo da ideia.",00:33:13,PPP|concessao|parceria publico-privada|modelagem,em_elaboracao,isolada,media
ENT-001-ENT-002,2.5.2,PUB6,declaracao,"[participante 1]: «em 2018 a gente assinou dois contratos de financiamento com o Banco do Brasil, só que a gente não tinha projeto nenhum. Depois da assinatura do contrato é que a gente foi fazer os projetos (…) ficou uns 8 anos rodando esse contrato de financiamento. Então a cada ano tinha que pagar uma tarifa para renovar.»","Há histórico de operação de crédito, mas contratado sem projeto: oito anos de contrato vivo, tarifa anual de renovação e custo de obra corrigido antes da execução. O histórico de crédito, isoladamente, não indica capacidade de investimento.",00:32:07,financiamento contratado|historico de credito|emprestimo|operacao de credito,em_implementacao,complementar,alta
ENT-001-ENT-002,2.5.3,PUB7,declaracao,"[participante 1]: «o BID, BNDES, Caixa Econômica, Banco do Brasil, a gente tem capacidade de endividamento, né? (…) acho que a fazenda vai te responder isso melhor.»","A capacidade de pagamento é afirmada como boa, com remissão à Fazenda para confirmação. Se confirmada documentalmente, desloca o diagnóstico: a restrição de investimento climático não é de elegibilidade financeira, e sim de preparação de projeto e de capacidade técnica.",00:32:07,capacidade de endividamento|CAPAG|capacidade de pagamento|rating,em_implementacao,isolada,media
ENT-001-ENT-002,2.6.1,PUB7,percepcao,"[participante 1]: «tem várias possibilidades, né? Deputados, governo estadual, governo federal, o FONPLATA, o BID, BNDES, Caixa Econômica, Banco do Brasil.»","O repertório de fontes, inclusive multilaterais, é conhecido nominalmente por quem opera captação. O obstáculo declarado é operacional — projeto, equipe, know-how —, não informacional: divulgar fontes não resolveria nada.",00:32:07,banco publico|multilateral|BID|cofinanciamento,em_elaboracao,complementar,media
ENT-001-ENT-002,3.1.1,PUB3,declaracao,"[participante 1]: «tem um sistema também da Defesa Civil que o município já preenche, já acompanha esse sistema. Eu tinha até notado aqui que os recursos que eles têm lá é para desobstrução de galerias pluviais, limpeza de córregos, canais e bueiros e obras para redução de riscos.»","O único sistema de dados citado nesta sessão é o de reporte à Defesa Civil, alimentado com regularidade. É reporte a sistema externo, não sistema municipal de dados territoriais — a base própria segue sem menção.",00:15:36,sistema de informacao|base de dados|plataforma,em_implementacao,complementar,media
ENT-001-ENT-002,3.2.3,PUB3,lacuna,"[participante 1]: «aqueles critérios de seleção, de habilitação, que é o que eu acho que vocês vão tá ajudando a gente aí (…) ó, vocês não têm o plano de contingência, vocês não sabem nem onde é que tem os pontos de alagamento. Então acho que construir essas informações para poder buscar o recurso, porque sempre tem muito critério de seleção.»","Achado analiticamente central: os dados de risco aparecem aqui não como insumo de planejamento, mas como requisito de habilitação a edital. A lacuna de dados deixa de ser um problema técnico e passa a ser barreira direta de acesso a financiamento — o que liga o eixo 3 ao eixo 2 por um mecanismo concreto, e não por analogia.",00:37:53,mapa de risco|vulnerabilidade|exposicao|historico de eventos|drenagem,inexistente,convergente,alta
ENT-001-ENT-002,4.1.1,PUB9,percepcao,"[participante 1]: «o governo federal e o governo do estado (…) estão muito preocupados com a questão climática, sustentabilidade (…) e estão lá falando que tem recurso, que vai ter recurso e tudo mais. Eu, da minha parte de convênio, de emendas, ainda não chegou nada especificamente sobre isso para eu ter que tratar com o estado ou governo federal.»","A relação com estado e União é descrita como boa e fluida, mas o fluxo de recurso climático ainda não se materializou no ponto do município onde ele seria operado. Anúncio de política nos níveis superiores não chegou como convênio ou emenda.",00:37:53,Governo do Parana|SEDEST|articulacao estadual|estado,em_implementacao,convergente,alta
ENT-001-ENT-002,4.1.3,PUB8,declaracao,"[participante 1]: «[a liderança do Executivo] tem feito reuniões toda segunda-feira de manhã com diretores, gerentes, superintendentes e secretários (…) todo mundo fica inteirado do que tá acontecendo (…) ele cobra a atual situação de cada projeto (…) tinha coisas que eu nem sabia que eu escuto falar na reunião.»","Existe instância de coordenação horizontal semanal, recém-instituída e conduzida pelo próprio Chefe do Executivo, com efeito prático reconhecido pelo participante. É a resposta institucional mais concreta que a entrevista registra — e depende da presença de quem a convoca.",00:20:09,intersecretarial|coordenacao interna|IPPLAM|SEGOV,em_implementacao,convergente,alta
ENT-001-ENT-002,4.1.3,PUB8,lacuna,"[participante 1]: «aí é que teria que ter esse, talvez formar um grupo de integração, né?» (…) confirmando que não há instância dedicada: «é, pelo que eu tenho percebido, sim» — a coordenação permanece no gabinete.","Não há instância institucional responsável pela agenda climática como conjunto; a coordenação repousa no gabinete do Chefe do Executivo. Converge com ENT-003, que descreveu o mesmo arranjo a partir do órgão ambiental: coordenação por relação pessoal e escalonamento. A formulação foi proposta pelo entrevistador e confirmada pelo participante, o que rebaixa a confiança.",00:35:20,coordenacao interna|intersecretarial|grupo de trabalho,inexistente,convergente,media
ENT-001-ENT-002,4.2.1,PUB9,lacuna,"[participante 1]: «teria que ver isso, de talvez divulgar mais, e facilitar às vezes, né? (…) às vezes tentar facilitar pro cidadão ter acesso seria uma alternativa também.»","Divulgação e simplificação são apontadas como condição de adesão cidadã a instrumentos climático-fiscais. Dito por quem é, ele próprio, público interno que não conhece o instrumento — o que sugere que a barreira de comunicação começa dentro da prefeitura.",00:34:19,participacao publica|engajamento social|educacao climatica,inexistente,complementar,media
ENT-001-ENT-002,4.2.2,PUB9,lacuna,[participante 1]: «e também acho que empresas que participam de processos licitatórios para execução de obra (…) ainda seja um pouco novidade para as próprias empresas que vão vir para poder participar do processo licitatório.»,"O mercado local de execução ainda não está formado para obra de baixo carbono. A restrição está do lado da oferta, não só da demanda pública — o que significa que exigir critério verde em licitação, isoladamente, pode esvaziar certames.",00:26:51,setor privado|empresa|engajamento empresarial,inexistente,isolada,media
ENT-001-ENT-002,4.3.2,PUB10,oportunidade,[participante 2]: «o que eu tinha pedido pro assessor: que a gente precisaria desse apoio técnico para que a gente possa desenrolar (…) então os secretários precisarão desse apoio.» E [participante 1]: «acho que construir essas informações (…) que é o que eu acho que vocês vão tá ajudando a gente aí.»,"Demanda explícita de assistência técnica, dirigida à própria consultoria e formulada duas vezes por participantes distintos. Define com precisão o produto esperado: não diagnóstico, mas capacidade de operar pleito e de montar a documentação de habilitação.",00:47:13,CEPAL|cooperacao tecnica internacional|assistencia tecnica|project preparation facility,em_elaboracao,convergente,alta
