interview,dim,question,type,excerpt,paraphrase,ts,keywords,maturity,alignment,confidence
ENT-015,1.1.1,PUB1,declaracao,"[participante]: «do ponto de vista de execução, nós estamos no início; do ponto de vista de concepção, a gente tá no meio do caminho. Avançado, não»","Autoavaliação da liderança do Executivo, separando concepção de execução. É a formulação mais precisa do corpus sobre a maturidade de Maringá e reconcilia as leituras divergentes de ENT-008 («muito acima da média») e ENT-004 («estágio inicial»): a cidade está adiantada no que pensou e atrasada no que fez.",00:06:00,maturidade|concepcao|execucao|autoavaliacao|politica climatica,em_elaboracao,convergente,alta
ENT-015,1.1.5,PUB2,declaracao,"[participante]: «nós seríamos bastante vulneráveis a vento, ciclones e tornados por conta da nossa arborização (…) essa é a nossa maior vulnerabilidade (…) e com relação à intensidade de chuva, por conta de pontos de alagamento (…) o terceiro ponto é uma vulnerabilidade ambiental que, por conta das erosões, pode provocar perda de ativo natural importante nos fundos de vale»","Hierarquia oficial de risco em três níveis: vento sobre a arborização, alagamento e erosão em fundo de vale. Converge com todas as demais sessões quanto ao primeiro item — sexta confirmação de que a arborização é a vulnerabilidade central de Maringá.",00:07:34,vento|tornado|arborizacao|alagamento|erosao|hierarquia de risco,em_implementacao,convergente,alta
ENT-015,1.1.5,PUB2,declaracao,"[participante]: «há registro de óbito na cidade, no centro, em decorrência de um alagamento (…) num alagamento de dois palmos de água batendo na canela, por conta de um poste eletrificado, a água ficou eletrificada»","ACHADO CRÍTICO. Há óbito documentado por alagamento raso associado a eletrificação da água por poste. Contraria a avaliação — feita pelo próprio participante e presente em ENT-008 — de que o alagamento em Maringá produz apenas dano patrimonial, e liga os dois riscos principais da cidade: rede elétrica aérea e drenagem. Nenhum instrumento municipal citado trata dessa combinação.",00:07:34,obito|alagamento|rede eletrica|risco de vida|drenagem,em_implementacao,isolada,alta
ENT-015,3.2.4,PUB2,divergencia,"[participante]: «nós não temos dentro do perímetro urbano zonas habitacionais muito vulneráveis, como é o caso de favela (…) mais de 95% das nossas construções são sólidas»","QUINTA POSIÇÃO NA MESMA DIVERGÊNCIA. A liderança do Executivo reafirma a inexistência de aglomerado precário, alinhada ao registro oficial de zero ocupações (ENT-010-ENT-011) e a ENT-008. Contra: ENT-007 (ocupação em fundo de vale e movimento organizado), ENT-009 (periferia sem infraestrutura verde) e ENT-014 (áreas irregulares, passivo fundiário, casa de dois cômodos com quinze pessoas). A divergência atravessa o corpus inteiro e separa o poder público da sociedade civil técnica — precisa ser resolvida documentalmente antes de fixar o recorte de sensibilidade do plano.",00:07:34,favela|ocupacao irregular|vulnerabilidade|divergencia|registro oficial,inexistente,divergente,alta
ENT-015,3.1.1,PUB3,declaracao,"[participante]: «não temos dados satisfatórios e suficientes para tomar as providências necessárias, mas nós estamos providenciando isso»","Reconhecimento explícito da insuficiência de dados pela liderança do Executivo, com ação em curso. Converge com todas as sessões que apontam a lacuna e a converte de constatação externa em diagnóstico assumido. Dimensão «Muito alta».",00:12:31,dados|insuficiencia|diagnostico|levantamento|sistema,em_elaboracao,convergente,alta
ENT-015,3.2.2,PUB3,declaracao,"[participante]: «nós contratamos um robô que tá mapeando todos os pontos críticos dentro da rede de drenagem, conferindo se o que está embaixo da terra é o que nós temos desenhado e registrado na prefeitura — e já sabemos que não é. O que está na prefeitura dizendo que a galeria é ali, de fato não é ali»","ACHADO CRÍTICO SOBRE QUALIDADE DE DADO. O cadastro da rede de drenagem não corresponde à realidade física, constatado por inspeção robotizada em curso. Qualquer projeto de drenagem elaborado sobre a base cadastral atual está errado — o que reposiciona o levantamento como pré-requisito, e não como etapa paralela. Dimensão «Muito alta».",00:12:31,cadastro|drenagem|robo|divergencia cadastral|qualidade do dado,em_elaboracao,convergente,alta
ENT-015,1.1.5,PUB3,declaracao,[participante]: «nós temos emissários que terminam numa rede interrompida (…) isso compromete muito a vazão e isso nunca seria aprovado. Aparentemente foi uma ligação clandestina que lá atrás a prefeitura não fiscalizou (…) evidentemente que um desses pontos de alagamento está em função disso»,"ACHADO. Ao menos um ponto crítico de alagamento decorre de execução irregular não fiscalizada na rede de drenagem, descoberta agora pela inspeção. Converge com ENT-008 e ENT-010-ENT-011 sobre a origem do alagamento estar na rede, e acrescenta a causa: falha histórica de fiscalização, não insuficiência de projeto.",00:12:31,ligacao clandestina|emissario|fiscalizacao|alagamento|passivo,inexistente,convergente,alta
ENT-015,3.2.3,PUB3,declaracao,"[participante]: «estamos providenciando a instalação de 20 mini estações meteorológicas que vão nos permitir monitorar ventos e índice de pluviosidade (…) essa rede tem o compromisso contratual de nos fornecer previsibilidade com elevado grau de precisão com três dias de antecedência, o que serve para emitir alerta e para tomar providências»","ACHADO DECISIVO. Rede própria de vinte estações meteorológicas em contratação, com previsão contratada de três dias. É a primeira capacidade de monitoramento climático em tempo real da cidade, e ataca diretamente a lacuna «Muito alta» de dados de risco. Converge com o achado de ENT-003 sobre dados meteorológicos primários já em circulação — a diferença é que aqui a capacidade passa a ser municipal e formalizada.",00:12:31,estacao meteorologica|monitoramento|previsao|alerta|dados de risco,em_elaboracao,isolada,alta
ENT-015,1.1.7,PUB4,oportunidade,"[participante]: «com três dias de antecedência, se eu souber que o vento vai passar numa determinada área da cidade, eu posso verificar quais árvores já estão condenadas e que precisam de remoção, e tentar remover antes do evento. Isso mudaria completamente o nosso cronograma de remoção de árvores»","DESENHO OPERACIONAL COMPLETO. Previsão meteorológica local combinada a cadastro arbóreo com laudo permite priorizar remoção preventiva por área e por janela de risco. Converte as duas maiores lacunas do corpus — dado de risco e manejo da arborização — em um único procedimento executável, e é a proposta com melhor razão entre custo e dano evitado registrada em qualquer sessão.",00:12:31,previsao|manejo preventivo|arborizacao|priorizacao|alerta|adaptacao,em_elaboracao,isolada,alta
ENT-015,3.2.2,PUB3,declaracao,"[participante]: «[estamos providenciando] a atualização de todo o cadastro de arborização com laudo de remoção, para que a gente possa minimizar significativamente os problemas»",Atualização do cadastro arbóreo com laudo técnico de remoção em curso. Responde à proposta de inventário e mapa de danos de ENT-007 e ao acesso negado ao inventário existente relatado em ENT-010-ENT-011 — o cadastro está sendo refeito enquanto a consultoria do plano climático não recebe o que já existe.,00:12:31,cadastro arboreo|laudo|inventario|manejo|dados,em_elaboracao,convergente,alta
ENT-015,2.1.1,PUB6,declaracao,[participante]: «esses investimentos nós estamos fazendo com recursos da prefeitura»,"As duas maiores iniciativas de dados climáticos da cidade — inspeção da rede e rede meteorológica — são custeadas com recurso próprio. Confirma o padrão de ENT-003, ENT-004 e ENT-008: Maringá financia a agenda climática com tesouro municipal, o que é ao mesmo tempo sinal de prioridade e limite de escala.",00:15:27,recurso proprio|tesouro municipal|investimento|dados|autofinanciamento,em_implementacao,convergente,alta
ENT-015,2.2.1,PUB5,declaracao,"[participante]: «o orçamento ainda é transversal. Nós não temos uma unidade orçamentária específica para tratar desse assunto. A maior parte desse recurso está na Defesa Civil, na Secretaria de Urbanização e Limpeza Pública, onde está a arborização, e na Secretaria de Infraestrutura, onde está a drenagem. Ele existe, mas tá [distribuído]»","EVIDÊNCIA DEFINITIVA DA DIMENSÃO. Não há unidade orçamentária nem marcação climática; o gasto existe, está distribuído em três pastas e é identificável apenas por conhecimento pessoal de quem dirige. Confirma a resposta «nenhuma» de ENT-012 e reconcilia a divergência com ENT-013: há priorização, não há rastreabilidade. Dimensão «Muito alta».",00:17:05,orcamento verde|unidade orcamentaria|transversal|marcacao|rastreamento,inexistente,convergente,alta
