interview,dim,question,type,excerpt,paraphrase,ts,keywords,maturity,alignment,confidence
ENT-004,1.1.1,PUB1,declaracao,"[participante]: «já tem iniciado situações para mudança de combustíveis, né? Trabalhar com combustíveis renováveis. (…) pensando em nível de desenvolvimento, eu acho que a gente tá no no estágio inicial»","A ação de mitigação atribuída à secretaria é a migração da frota/maquinário para combustíveis renováveis, iniciada e sem meta de redução declarada. O próprio participante classifica o estágio como inicial. Não há meta de emissão associada à área de infraestrutura.",00:12:26,mitigacao|baixo carbono|combustivel renovavel,em_implementacao,complementar,alta
ENT-004,1.1.1,PUB1,percepcao,"[participante]: «A gente não é especialista, tá longe de ser, mas acho que já tá em a linha de pensamento criada.»","Autoavaliação de maturidade: existe direção de pensamento, não capacidade técnica consolidada. Converge com o quadro de estágio inicial descrito nas demais entrevistas do bloco público.",00:14:14,maturidade|estagio inicial,em_elaboracao,convergente,media
ENT-004,1.1.4,PUB1,declaracao,"[participante]: «a gente tem, por exemplo, um contrato com a [ICT externa] lá que tá sendo feito um um estudo de macrodrenagem, microdrenagem, então envolve diversos setores que de certa forma tá ligado a essa questão dos efeitos (…) das alterações aí climáticas»","Confirma, de outra secretaria, o mesmo contrato com ICT externa registrado em ENT-003: o instrumento de adaptação está sendo produzido por consultoria contratada e a articulação intersetorial se dá em torno dele. Reforça que a estratégia de adaptação é, hoje, um produto contratado e não um instrumento próprio.",00:37:38,adaptacao|macrodrenagem|contrato|estudo,em_elaboracao,convergente,alta
ENT-004,1.1.4,PUB1,declaracao,[participante]: «Tem sido trabalhado também agora essa questão de implementações de soluções baseadas na natureza (…) já foram implementadas algumas bacias de detenção (…) a gente tem pensado já em alterações nos canteiros centrais para jardim de chuva»,"Há ações de adaptação em curso na infraestrutura urbana — bacias de detenção implantadas, jardins de chuva em estudo — porém sem vinculação a um instrumento de adaptação com metas. São ações setoriais, não decorrência de política.",00:23:03,solucoes baseadas na natureza|bacia de detencao|jardim de chuva|drenagem,em_implementacao,complementar,alta
ENT-004,1.1.5,PUB2,declaracao,"[participante]: «a gente encontra muitos resíduos, tubulações obstruídas. Então o reflexo a gente tem percebido cada vez mais com chuvas mais intensas, né, e com concentrações maiores. Isso tem refletido em em diversos pontos.»","Evidência de campo sobre o risco prioritário: a área operacional constata aumento de intensidade e concentração das chuvas e o efeito sobre a rede de drenagem. Converge com a identificação de alagamento e erosão como riscos prioritários em ENT-003, mas aqui por observação operacional, não por estudo.",00:14:14,chuva intensa|alagamento|drenagem|evento extremo,em_implementacao,convergente,alta
ENT-004,1.1.5,PUB2,percepcao,"[participante]: «talvez ela não esteja diretamente ligada à questão de variação nas condições climáticas, mas sim é uma necessidade permanente (…) é uma manutenção rotineira mesmo da secretaria»","A leitura do risco não está institucionalizada na área operacional: a manutenção da drenagem é entendida como rotina, não como resposta a risco climático. O nexo clima–infraestrutura existe na percepção, mas não organiza a programação do serviço.",00:15:40,risco climatico|manutencao|drenagem,em_elaboracao,complementar,alta
ENT-004,1.1.7,PUB4,lacuna,"[entrevistador]: «se existem metas, indicadores, se alguém monitora essas ações que são mais vinculadas a ações climáticas» / [participante]: «nós aqui na secretaria a gente faz mais execução mesmo (…) a gente acaba não ficando tão ligado nessa questão principalmente ambiental. Aqui no nosso setor a gente não tem essa linha de trabalho, não tá nos nossos escopos»","LACUNA. Não há meta, indicador nem mecanismo de acompanhamento climático na secretaria que executa a maior parte da intervenção física da cidade. O monitoramento é percebido como tema de outra pasta. Dimensão de prioridade «Muito alta»; converge com a lacuna registrada em ENT-003.",00:23:03,monitoramento|indicador|meta|acompanhamento,inexistente,convergente,alta
ENT-004,1.2.1,PUB8,declaracao,"[participante]: «tem bastante comissões assim que envolvem vários setores, diversas secretarias ali para tratar de alguns assuntos»","A responsabilidade climática se organiza por comissões temáticas ad hoc em torno de contratos e estudos específicos, não por atribuição normativa estável. Existe articulação; não existe titularidade formal identificada pelo participante.",00:37:38,responsabilidade|comissao|coordenacao|atribuicao,formalizado,complementar,media
ENT-004,1.2.1,PUB9,lacuna,"[participante]: «tem situações que a gente tem que recorrer ao [órgão ambiental municipal] (…) e situações que a gente tem que recorrer ao [órgão ambiental estadual] (…) muitas vezes essa divisão entre as responsabilidades não é tão clara, né?»",A divisão de competências entre município e Estado não é clara para quem executa. A indefinição não é apenas de atribuição climática interna: alcança a fronteira federativa e gera custo de transação em licenciamento e obtenção de informação.,00:19:05,competencia|responsabilidade|estadual|municipal,em_elaboracao,complementar,alta
ENT-004,1.2.2,PUB10,declaracao,"[participante]: «poderia ser maior, né, de equipe, de equipamentos, de estrutura ali para desenvolvimento de tudo isso. Às vezes tem muita dificuldade com software, computadores, equipamentos»","Restrição de capacidade declarada em três frentes simultâneas — pessoal, equipamento e licenças de software. A limitação atinge a etapa de projeto, que é justamente onde o financiamento climático exige entregáveis.",00:28:29,capacidade tecnica|equipe|software|estrutura,inexistente,convergente,alta
ENT-004,1.2.2,PUB10,declaracao,"[participante]: «a gente acaba ficando sobrecarregado com demandas de n setores ali (…) muitas vezes não consegue se concentrar em definir uma solução para um ponto de alagamento, por exemplo. (…) chega pedido de isso, pedido daquilo. Você não consegue atender no tempo adequado.»","A sobrecarga por demanda reativa impede a produção de solução técnica para os próprios pontos críticos identificados. É a mesma barreira de capacidade administrativa nomeada em ENT-003 para o IPTU Verde, aqui aplicada ao projeto de drenagem: o limite não é orçamentário nem normativo, é de tempo técnico disponível.",00:44:26,sobrecarga|capacidade institucional|barreira|demanda,inexistente,convergente,alta
ENT-004,1.2.2,PUB10,percepcao,[participante]: «a secretaria aqui ela tem bastante setor de mão de obra. Então são muitos servidores bem antigos (…) a gente ainda é muito ligado principalmente nos métodos construtivos mais tradicionais»,Barreira cultural-técnica à adoção de soluções de baixo carbono e baseadas na natureza: o corpo executor está formado em métodos construtivos tradicionais. Aponta a capacitação — e não só a contratação — como condição habilitante.,00:26:08,capacitacao|metodo construtivo|cultura organizacional,em_elaboracao,complementar,media
ENT-004,2.1.1,PUB6,declaracao,"[participante]: «boa parte das intervenções nossas aqui é recursos municipais mesmo, recursos próprios, fonte livre»","O financiamento da infraestrutura urbana — inclusive das intervenções com efeito adaptativo — vem de fonte livre do tesouro municipal. Não há fonte carimbada para a agenda climática na maior pasta executora, o que repete o padrão de ENT-003 (projeto climático custeado por rubrica ordinária).",00:45:32,recurso proprio|fonte livre|orcamento municipal,em_implementacao,convergente,alta
ENT-004,2.1.2,PUB9,lacuna,"[participante]: «convênios assim nesse sentido, mais ligados a áreas ambientais, eu realmente não sei (…) aqui na nossa secretaria não é muito comum esse tipo de recurso, não»","Recursos estaduais e federais para ação climática não chegam à secretaria de infraestrutura por via de convênio. A captação, quando ocorre, não passa por quem executa a obra — o que fragiliza a preparação de projeto elegível.",00:45:32,convenio|recurso estadual|recurso federal|captacao,inexistente,convergente,alta
ENT-004,2.1.4,PUB6,lacuna,"[entrevistador]: «me bota cinco projetos de pavimentação de três bairros para te dar tantos milhões» / [participante]: «acho que a gente precisaria de um período um pouquinho maior (…) seria um períodozinho de amadurecimento para a ideia, porque a gente não tem a ideia pronta»","LACUNA CRÍTICA. Não existe carteira de projetos prontos para captação. A cidade responde a oportunidade de financiamento por demanda, elaborando do zero — o que a exclui de janelas curtas de edital e de fundos com prazo. Dimensão «Muito alta».",00:27:31,carteira de projetos|preparacao de projeto|captacao|prontidao,inexistente,convergente,alta
ENT-004,2.1.4,PUB10,declaracao,"[participante]: «primeira coisa é um planejamento global a nível do município, do que tem que ser feito e onde tem que ser feito. (…) hoje a gente não começa a fazer porque a gente não tem isso desenhado (…) a gaveta simplesmente para: ó, o dinheiro tá aqui, a solução é essa, vamos implementar»","ACHADO ESTRUTURANTE. Perguntado sobre a barreira depois de descartado o dinheiro, o participante responde com a ausência de um planejamento territorializado de intervenções. A restrição declarada não é de recurso, é de projeto: sem carteira desenhada, recurso disponível não vira obra. Inverte a hipótese usual do diagnóstico para a área de infraestrutura.",00:41:51,planejamento|carteira de projetos|barreira|gaveta de projetos,inexistente,convergente,alta
ENT-004,2.1.5,PUB5,lacuna,"[entrevistador]: «a questão climática tem sido priorizada no planejamento, no orçamento?» / [participante]: «eu acredito que sim. Eu não sei assim a questão de separação de recursos para isso»","Não há estratégia financeira de adaptação identificável por quem executa: a prioridade climática é percebida no discurso e nas ações, mas o participante desconhece qualquer separação orçamentária correspondente. Dimensão «Muito alta».",00:24:37,estrategia financeira|adaptacao|orcamento|priorizacao,inexistente,convergente,media
ENT-004,2.1.7,PUB6,declaracao,[entrevistador]: «Vocês têm uma estrutura de contratos emergenciais ou para tudo?» / [participante]: «geralmente é mais nessa linha mesmo. Direciona os esforços que estavam distribuídos em outras atividades para atender a demanda emergencial»,"Não há linha de financiamento nem contrato de prontidão para evento climático extremo: a resposta emergencial é feita por realocação de equipes e de recursos já programados. Cada evento extremo é, na prática, custeado com o orçamento de outra intervenção — custo invisível no ciclo orçamentário.",00:48:13,emergencia|desastre|realocacao|resposta,inexistente,convergente,alta
ENT-004,2.2.3,PUB5,lacuna,[participante]: «eu como técnico mesmo não fui envolvido nessa questão de fonte de recursos (…) não sei na verdade quem deveria estar correndo atrás desse recurso»,"LACUNA. A área que produz a demanda de investimento está desconectada da definição de fonte, e não identifica o responsável pela captação. Sem esse elo, a integração entre planejamento setorial e ciclo PPA/LDO/LOA não se sustenta. Dimensão «Muito alta».",00:46:49,PPA|LDO|LOA|fonte de recurso|captacao,inexistente,convergente,alta
ENT-004,2.3.1,PUB7,declaracao,"[participante]: «Maringá tem aquela questão do IPTU verde que concede benefícios para quem se alinha com essas ideias e faz investimento também (…) na verdade não aumentando recurso, mas pelo menos fazendo a população pensar dessa forma»","Terceira menção espontânea ao IPTU Verde no corpus, agora de fora do órgão ambiental: o instrumento é o único mecanismo econômico-climático municipal reconhecido transversalmente. O participante o lê como instrumento de indução comportamental, não de arrecadação — leitura convergente com a suspensão da ampliação registrada em ENT-003.",00:15:40,IPTU verde|receita propria|incentivo|instrumento economico,regulamentado,convergente,alta
ENT-004,2.4.1,PUB7,oportunidade,"[participante]: «acordos de execução de intervenções, né? Em troca do IPTU, que seja (…) Talvez não receber dinheiro, mas receber intervenções (…) você teria a intervenção toda ali no município»","OPORTUNIDADE. Proposta espontânea de compensação tributária por obra: converter renúncia de IPTU em intervenção física executada pelo privado, evitando o circuito arrecadação–repasse. É desenho de instrumento vindo da ponta executora e merece exame jurídico-fiscal no Roadmap.",00:30:00,investimento privado|contrapartida|IPTU|parceria,inexistente,isolada,media
ENT-004,2.4.1,PUB7,percepcao,"[participante]: «a questão da carga tributária ela já é uma coisa que já tá num nível bem pesado para todo mundo (…) talvez realmente não seja a questão de captar mais, mas sim gerir de uma melhor forma o que já é captado»","Restrição política à mobilização de recurso privado adicional por via tributária: o espaço percebido é de eficiência do gasto, não de ampliação de carga. Delimita o campo do que é viável propor ao setor privado em Maringá.",00:34:02,carga tributaria|investimento privado|eficiencia do gasto,nao_aplicavel,complementar,media
ENT-004,2.5.2,PUB6,declaracao,"[participante]: «na gestão anterior foi feito um financiamento, feito um empréstimo bem significativo de recurso, mas não atrelado ao fim (…) foi utilizado para recapeamento»","Há histórico recente de operação de crédito de porte para infraestrutura urbana, sem vinculação climática. Demonstra capacidade de endividamento exercida, e ao mesmo tempo a ausência de marcação climática na operação — a mesma operação poderia hoje ser estruturada como investimento de adaptação.",00:45:32,emprestimo|operacao de credito|financiamento|recapeamento,em_implementacao,complementar,media
ENT-004,3.1.1,PUB3,lacuna,"[entrevistador]: «Você já não tem um departamento, uma área específica, aquele local de referência onde você vai buscar tudo?» / [participante]: «talvez não seja tão claro onde buscar, mas a gente encontra»","LACUNA. Não existe sistema nem repositório de referência de dados climáticos e territoriais: o acesso ao dado depende de rede pessoal e de tentativa. A informação existe na prefeitura e circula, mas não está organizada como infraestrutura. Dimensão «Muito alta».",00:19:05,sistema de dados|repositorio|acesso a dados|informacao,inexistente,convergente,alta
ENT-004,3.1.1,PUB3,declaracao,[participante]: «existe bastante contato e troca de informações sim quando necessário (…) é mais quando algum setor tem alguma demanda relacionada a isso que instiga uma procura e uma troca»,"O fluxo de dados entre secretarias é reativo e por solicitação, não sistemático. Reproduz exatamente o padrão registrado em ENT-003 («depende de solicitação ativa»): a interoperabilidade é interpessoal, não institucional.",00:19:05,compartilhamento|fluxo de dados|intersetorial|solicitacao,em_implementacao,convergente,alta
ENT-004,3.1.2,PUB9,lacuna,"[entrevistador]: «se você precisa de informações do estado, da academia, do governo federal, é fácil?» / [participante]: «Não, é bem complexo, é bem complicado de encontrar os meios e os contatos (…) a nível federal, como a gente não conhece ninguém, às vezes acaba ficando um pouco mais complexo»",O compartilhamento de dados com Estado e União depende de contato pessoal preexistente e falha na ausência dele. O participante ilustra com renovação de licenciamento junto a órgão federal. Barreira concreta ao acesso a bases nacionais de risco e a fontes de financiamento que as exigem.,00:20:22,compartilhamento|dados estaduais|dados federais|acesso,inexistente,convergente,alta
ENT-004,3.2.1,PUB3,lacuna,"[participante]: «em relação à universidade, faculdades, eu entendo que eu poderia ter mais troca de informações. Não vejo isso tão corriqueiro, não.»","LACUNA. A parceria com universidade não alcança a secretaria de infraestrutura: o vínculo com a academia se limita a estagiários. Qualifica o achado de ENT-003 — o fluxo científico existe, mas é personalizado no órgão ambiental e não se distribui pela prefeitura. Dimensão «Muito alta».",00:21:40,universidade|parceria|academia|cooperacao tecnica,inexistente,divergente,alta
ENT-004,3.2.5,PUB3,declaracao,"[participante]: «tá sendo feito um estudo de macrodrenagem, microdrenagem, então envolve diversos setores (…) Onde intervir, né? O que fazer, visando gastar os recursos da melhor forma»","Único caso citado de dado convertido em decisão de investimento: o estudo de drenagem contratado deve indicar onde intervir. A integração dado–projeto existe como expectativa do produto contratado, não como capacidade instalada.",00:39:12,dado|planejamento|priorizacao|investimento,em_elaboracao,complementar,alta
ENT-004,4.1.2,PUB9,lacuna,"[participante]: «facilita quando a gente tem algum contato já pessoal e no estado, tal, até acontece, mas a nível federal, como a gente não conhece ninguém, às vezes acaba ficando um pouco mais complexo»","A coordenação com o Governo Federal opera por relação pessoal ou não opera. Mesma estrutura de dependência registrada em ENT-003 para a coordenação horizontal: funciona por pessoa, não por instância — e por isso não é transferível entre gestões.",00:20:22,coordenacao federal|articulacao|relacao pessoal,inexistente,convergente,alta
ENT-004,4.1.3,PUB8,declaracao,"[participante]: «[a defesa civil] está lotada aqui na mesma secretaria que nós (…) hoje ainda não foi feita a unificação, mas é um secretário só para essas três secretarias»","Mudança institucional relevante: defesa civil, limpeza urbana e infraestrutura passaram a responder a um mesmo secretário. Fusão administrativa de fato, ainda sem formalização jurídica — uma condição habilitante em construção, e reversível pelo mesmo caminho.",00:49:29,coordenacao horizontal|defesa civil|infraestrutura|estrutura administrativa,em_implementacao,complementar,alta
ENT-004,4.1.3,PUB8,declaracao,"[participante]: «a agilidade no tempo de resposta, porque a parte operacional de equipamentos fica na infraestrutura. Então quando tem alguma queda de árvore, a gente consegue mobilizar as equipes de uma forma mais direta (…) É a mesma caneta»","Resultado declarado da fusão: redução do tempo de resposta a evento extremo por unificação da cadeia de decisão e do parque de equipamentos. É o achado positivo mais concreto do corpus sobre coordenação horizontal, e o único com efeito operacional verificável.",00:49:29,coordenacao horizontal|tempo de resposta|defesa civil|emergencia,em_implementacao,convergente,alta
ENT-004,4.2.1,PUB7,lacuna,[entrevistador]: «Você acha que a população sabe do IPTU verde?» / [participante]: «eu acredito que poderia ter mais divulgação (…) talvez as classes mais vulneráveis tenham menos informação relacionada a isso»,"LACUNA COM RECORTE DISTRIBUTIVO. O único instrumento econômico-climático do município tem alcance informacional desigual, e o próprio servidor identifica as classes vulneráveis como as menos informadas. O incentivo tende a ser capturado por quem já tem acesso à informação e capacidade de investir.",00:17:20,participacao|divulgacao|IPTU verde|vulnerabilidade|equidade,em_elaboracao,convergente,alta
ENT-004,4.2.2,PUB7,percepcao,"[participante]: «a partir do momento que ele se identifica com a causa, ele acaba tendo mais facilidade de contribuir. Quem não vê a causa como alguma coisa mutável, dificilmente vai dispender recursos para isso»","O engajamento privado é lido como decisão individual de convicção, não como resposta a instrumento ou a estrutura de incentivo. Sinaliza ausência de um canal institucional que torne a contribuição privada previsível.",00:35:14,engajamento privado|corresponsabilidade|convencimento,inexistente,complementar,media
ENT-004,4.2.2,PUB7,percepcao,"[participante]: «já deixa uma parcela bem significativa do seu recurso com o governo (…) quem tem força para resolver isso é o governo e muitas vezes essa solução não vem. Então a pessoa já despendeu o recurso, mas não tem a solução (…) não é um grande incentivo para ela despender mais recursos»","Diagnóstico de economia política do financiamento climático local: a baixa entrega percebida do serviço público corrói a disposição privada de cofinanciar. Condição habilitante de natureza reputacional, e ela precede qualquer desenho de instrumento.",00:37:38,engajamento privado|confianca|contrapartida|servico publico,inexistente,complementar,alta
ENT-004,4.2.4,PUB7,declaracao,"[participante]: «é divulgado na página da prefeitura, mas não sei assim como isso é acompanhado por todos»","A transparência dos instrumentos climáticos se resolve por publicação passiva no sítio da prefeitura, sem estratégia de alcance nem devolutiva. Publicação não é o mesmo que acesso — e a própria administração não sabe se o conteúdo chega.",00:17:20,transparencia|divulgacao|comunicacao|devolutiva,formalizado,convergente,media
