interview,dim,question,type,excerpt,paraphrase,ts,keywords,maturity,alignment,confidence
ENT-006,1.1.5,ACA1,declaracao,"[participante]: «uma delas são os alagamentos que estão acontecendo, apesar de ser uma cidade plana (…) em determinados pontos, canteiros, principalmente com a implantação de mais ciclovias, está sendo retirada área verde (…) as gramíneas estão sendo retiradas e colocado concreto»","Risco de alagamento confirmado, e imediatamente associado a uma causa de política pública municipal: a substituição de canteiro gramado por pavimento na implantação de ciclovia. Não é o clima agindo sobre a cidade, é a obra recente ampliando a exposição.",00:11:11,alagamento|impermeabilizacao|area verde|ciclovia|drenagem,em_implementacao,complementar,alta
ENT-006,1.1.5,ACA1,divergencia,"[participante]: «tinha gramínea, foi colocado agora com o projeto de implantação de ciclovia, e junto com isso é uma região que sempre alagou, já tem histórico, e agora diante disso tá piorando»","DIVERGÊNCIA. Uma intervenção de mobilidade sustentável foi executada em ponto com histórico conhecido de alagamento, impermeabilizando-o ainda mais. A ação climática de um setor agrava o risco climático de outro — caso concreto de maladaptação por falta de coordenação, e o único do corpus com localização precisa.",00:12:51,maladaptacao|ciclovia|alagamento|coordenacao|impermeabilizacao,em_implementacao,divergente,alta
ENT-006,1.1.5,ACA1,declaracao,"[participante]: «a praça no entorno da catedral era toda arborizada (…) foi remodelada. Então a área verde foi retirada de um lado (…) colocaram esses pisos permeáveis, mas mesmo assim, quando passa por ali em dias quentes, tem aquele reflexo (…) consequentemente aumenta, contribui para uma alteração climática, para aumento de temperatura»","Segundo caso de perda de cobertura vegetal por obra recente, no espaço público mais simbólico da cidade, com efeito declarado sobre conforto térmico e sobre o uso do lugar. Reforça que o vetor mais ativo de agravamento do risco térmico em Maringá é a própria obra pública.",00:15:00,ilha de calor|area verde|requalificacao|temperatura|espaco publico,em_implementacao,convergente,alta
ENT-006,1.1.4,ACA2,declaracao,[participante]: «o plano de arborização foi todo alterado do município. Então dentro desse plano eles procuraram por espécies que melhor se adaptam às condições climáticas (…) isso eu vejo como algo positivo em relação a esse combate das mudanças climáticas»,ACHADO POSITIVO. Existe instrumento setorial revisado com critério explícito de adaptação climática — a seleção de espécies arbóreas por aptidão ao clima futuro. É a única política municipal citada no corpus que incorporou critério climático sem se chamar de política climática.,00:17:31,plano de arborizacao|adaptacao|especies|instrumento setorial,regulamentado,isolada,alta
ENT-006,1.1.7,ACA2,lacuna,"[participante]: «eles vão lá, fazem a remoção, mas a substituição para ter outra no lugar acaba demorando muito (…) precisaria de um número maior de pessoas» / [entrevistador]: «não tá fechando a conta» / [participante]: «Tá em déficit»","LACUNA. A reposição arbórea não acompanha a remoção, e o déficit é percebido de fora sem que exista indicador público que o meça. O instrumento revisado (plano de arborização) não tem monitoramento correspondente — a política existe no papel e não no acompanhamento.",00:45:34,monitoramento|arborizacao|indicador|deficit|reposicao,em_implementacao,convergente,alta
ENT-006,1.2.1,ACA2,lacuna,"[entrevistador, sintetizando]: «você trouxe dois exemplos de ações da prefeitura que não têm a ver com mudanças climáticas, têm a ver com mobilidade, com desenho urbano, mas que estão impactando no resultado das mudanças climáticas»",LACUNA DE ATRIBUIÇÃO. Não há instância que avalie o efeito climático de obras conduzidas por outras pastas. A responsabilidade climática está alocada em um órgão e o impacto climático é produzido nos demais — desenho institucional que torna a maladaptação previsível. Dimensão «Muito alta».,00:16:16,responsabilidade|coordenacao|maladaptacao|transversalidade,inexistente,convergente,alta
ENT-006,1.2.2,ACA9,lacuna,"[participante]: «como que um condomínio desse porte [com 574 apartamentos] não foi feito nada [sobre coleta seletiva] e infelizmente só vai ser feito quando for autuado? Eu acho que a prefeitura precisa de uma fiscalização maior em cima disso, um rigor maior»",A capacidade de fiscalização ambiental é insuficiente para induzir cumprimento sem autuação. Relato inclui fauna silvestre de área de proteção adjacente alimentando-se em caçambas de resíduo do condomínio — falha de fiscalização com efeito ecológico direto.,00:21:09,fiscalizacao|capacidade institucional|residuos|coleta seletiva,inexistente,convergente,alta
ENT-006,1.2.2,ACA2,declaracao,[participante]: «precisou terceirizar um serviço aí para poder dar conta da demanda [de árvores] (…) eu vejo como positivo»,"A resposta à insuficiência de equipe própria foi a terceirização do serviço de manejo arbóreo, avaliada positivamente por seu efeito na redução de ocorrências. Solução de capacidade por contrato, e não por quadro — mesmo padrão do contrato com ICT externa em ENT-003.",00:45:34,capacidade|terceirizacao|arborizacao|contrato,em_implementacao,complementar,media
ENT-006,2.1.7,ACA2,percepcao,[entrevistador]: «A resposta tem sido a contento?» / [participante]: «acho que não dá conta. Teria que ter um número maior de pessoas trabalhando em prol disso»,"Avaliação externa de que a capacidade de resposta a desastre é insuficiente em pessoal. Diverge da leitura de ENT-005, que considera a resposta rápida — a diferença é o objeto: resposta imediata ao evento versus recomposição posterior do dano.",00:45:34,desastre|resposta|capacidade|equipe,em_implementacao,divergente,media
ENT-006,2.3.1,ACA2,declaracao,"[participante]: «um ponto de incentivo que eu vejo que o município tem é o IPTU verde. Eu acho isso muito positivo, porque se tem uma área verde destinada, uma coleta correta do lixo, tem caixa d'água, tem espaço verde. Tudo isso para contribuir para a diminuição da temperatura»","Quarta menção espontânea ao IPTU Verde, agora da academia e com detalhamento dos critérios técnicos premiados. O instrumento é reconhecido transversalmente por todos os setores entrevistados — e é o único que ocupa esse lugar no corpus.",00:17:31,IPTU verde|incentivo|receita propria|instrumento economico,regulamentado,convergente,alta
