interview,dim,question,type,excerpt,paraphrase,ts,keywords,maturity,alignment,confidence
ENT-019,1.1.5,ACA1,declaracao,"[participante]: «certamente a questão das árvores é a primeira que vem à mente, porque as árvores na cidade já têm uma certa idade, a gente tem tido tempestades muito mais severas e o impacto disso tem sido catastrófico (…) há poucos anos a gente teve uma tempestade que derrubou uma centena de árvores»","Oitava confirmação do par arborização envelhecida–tempestade severa como risco principal. O corpus inteiro converge nesse ponto: nove das dezessete sessões o apontam, em quatro setores.",00:04:20,arborizacao|tempestade|idade das arvores|queda|risco,em_implementacao,convergente,alta
ENT-019,1.1.5,ACA1,declaracao,"[participante]: «a gente tá tendo temperaturas muito mais altas, invernos muito menos [rigorosos], isso tem mudado o modo de vida na cidade (…) a gente tem tido chuvas muito intensas, muito rápidas, e a capacidade de escoamento da água pluvial tem sido comprometida»",Elevação térmica com efeito sobre o modo de vida e chuva concentrada excedendo a capacidade da rede. Converge com a série histórica de ENT-010-ENT-011 e com o diagnóstico de ENT-012 sobre concentração da precipitação.,00:04:20,temperatura|inverno|chuva intensa|escoamento|drenagem,em_implementacao,convergente,alta
ENT-019,1.2.2,ACA2,lacuna,"[participante]: «falando de uma maneira muito simples e franca, a prefeitura não tem braço para [dar conta de] tudo isso (…) a prefeitura de Maringá não tem um setor de parques e jardins, pelo menos não com uma atuação significativa, efetiva (…) há uma quase inoperância na reposição das árvores que são cortadas e que caem»","LACUNA DE ESTRUTURA, NOMEADA COM PRECISÃO. Não existe unidade municipal dedicada a parques e jardins — a cidade cuja identidade e cujo maior risco são a arborização não tem órgão para geri-la. É a explicação estrutural da falha de reposição relatada em ENT-006, ENT-007, ENT-009 e ENT-014.",00:06:04,parques e jardins|estrutura|capacidade|arborizacao|reposicao,inexistente,convergente,alta
ENT-019,1.1.4,ACA2,divergencia,"[participante]: «eu sei que há um plano de manejo para essa arborização — fiz parte da equipe que desenvolveu esse plano —, mas eu acho que ele não está sendo nem aplicado, nem levado adiante»","ACHADO DECISIVO. O plano de manejo da arborização existe e foi elaborado com participação acadêmica; ENT-007 propõe criá-lo como prioridade de investimento. A lacuna, portanto, não é de instrumento — é de aplicação. Terceiro caso no corpus de produto técnico existente e desconhecido de quem trabalha no tema (com o inventário arbóreo de ENT-010-ENT-011 e o mapa colaborativo de ENT-007), e o mais consequente deles.",00:06:04,plano de manejo|arborizacao|aplicacao|instrumento existente|divergencia,formalizado,divergente,alta
ENT-019,1.2.2,ACA2,declaracao,"[participante]: «pelo menos na parte central da cidade, em que o escoamento é mais difícil, não há uma limpeza dos bueiros e dos meios-fios, porque a gente tem queda de folha todo ano — então você não tem uma varredura, às vezes os bueiros ficam entupidos»","Confirma, de fora da administração, o mecanismo folha–obstrução–alagamento descrito em ENT-008 e ENT-010-ENT-011, e o atribui à ausência de varredura sistemática na área crítica. Terceira fonte independente sobre a mesma cadeia causal — e a que aponta a intervenção mais barata: rotina de varredura sazonal.",00:06:04,varredura|bueiro|folhas|manutencao|alagamento|drenagem,inexistente,convergente,alta
ENT-019,2.1.5,ACA3,oportunidade,"[participante]: «a gente tem várias áreas de fundo de vale que poderiam ser melhor exploradas (…) são espaços livres, públicos, verdes, que poderiam fazer parte do sistema de lazer da cidade, mas também atuar mais efetivamente na mitigação dos efeitos climáticos (…) a gente tem nesses fundos de vale uma série de pequenos córregos, uma fauna que transita por ali»","Prioridade convergente: qualificação dos fundos de vale como infraestrutura verde de uso público e função climática. Converge com o parque-esponja de ENT-017-ENT-018, a passarela suspensa de ENT-015, a trilha de ENT-016 e o uso público de ENT-016 — cinco sessões de quatro setores apontando o mesmo território como prioridade de investimento.",00:07:35,fundo de vale|espaco livre|lazer|mitigacao|infraestrutura verde|investimento,inexistente,convergente,alta
ENT-019,3.1.1,ACA4,lacuna,"[participante]: «eu desconheço dados sistematizados, publicizados sobre a questão climática e a mitigação dos efeitos dela na cidade. Talvez eles existam, mas eu desconheço»","LACUNA DE PUBLICIDADE. Pesquisador vinculado à universidade pública local desconhece qualquer base climática municipal sistematizada e pública. Converge com ENT-004, ENT-009, ENT-013 e ENT-014 — e a ressalva «talvez existam» é ela mesma parte do achado: o dado, quando existe, não é conhecido nem por quem trabalharia com ele. Dimensão «Muito alta».",00:09:17,dados|publicidade|sistematizacao|acesso|desconhecimento,inexistente,convergente,alta
ENT-019,3.2.1,ACA5,declaracao,"[participante]: «há pesquisadores dentro da [universidade pública] desenvolvendo estudos que poderiam subsidiar ações públicas, políticas públicas, mas eu também vejo que não há muita interação, não há uma conexão que possa levar e trazer essa informação e transformar dado em conhecimento, em ação»","Terceira confirmação da lacuna de parceria científica (com ENT-006 e ENT-012), agora da universidade pública — a instituição que ENT-003 registra como parceira informal do órgão ambiental. A parceria existe em um ponto e não existe como sistema. Dimensão «Muito alta».",00:09:17,universidade|pesquisa|interacao|conexao|politica publica|lacuna,inexistente,convergente,alta
ENT-019,3.2.1,ACA6,declaracao,"[participante]: «a universidade (…) cada vez mais é cobrada pela extensão universitária, ou seja, pela aplicação daquilo que ela produz na comunidade. Então há o interesse da universidade em lidar com questões reais (…) Por outro lado, a prefeitura tem que tomar decisões, implementar ações, e isso precisa ser baseado em dados, em estudos, em planejamento. Então as duas partes podem se complementar se elas tiverem um diálogo — e aí falta estabelecer esse diálogo»","ACHADO DE INCENTIVO ALINHADO. A exigência institucional de extensão universitária cria demanda por problemas reais, do mesmo modo que a prefeitura demanda base técnica. Os incentivos das duas instituições já apontam na mesma direção e o único elo ausente é o canal — o que torna essa a lacuna mais barata de fechar em todo o diagnóstico.",00:11:11,extensao universitaria|incentivo|dialogo|complementaridade|parceria,inexistente,isolada,alta
ENT-019,3.2.1,ACA6,declaracao,"[participante]: «há interesse das duas partes, mas (…) talvez mais da parte da universidade, há um viés ideológico que pensa que a instituição não pode se envolver com políticas de governo. Mas aí são políticas públicas — elas estão muito além e acima de questões político-partidárias»","ACHADO SOBRE A CAUSA DA LACUNA. A resistência é atribuída a uma leitura interna da universidade que confunde política pública com política de governo. Identifica um obstáculo cultural, e não de instrumento — o que muda a recomendação: antes de propor convênio, é preciso desfazer essa distinção.",00:12:47,universidade|barreira cultural|politica publica|ideologia|parceria,inexistente,isolada,alta
ENT-019,3.2.1,ACA6,declaracao,"[participante]: «você já ouviu a frase de que a [universidade] não consegue atravessar a [avenida que a separa da cidade]? (…) A cidade fica do lado sul da avenida, a universidade do lado norte. E a própria universidade diz isso para si mesma: [ela] não consegue atravessar (…) ou seja, ela não sabe chegar até a cidade»","FORMULAÇÃO SÍNTESE. A separação entre universidade e cidade é física, histórica e reconhecida internamente como identidade institucional. Explica em uma imagem por que a maior concentração de capacidade técnica de Maringá não alimenta sua política pública — e por que a solução é de aproximação, não de instrumento jurídico.",00:14:10,universidade|separacao|cidade|cultura institucional|parceria,inexistente,isolada,alta
